species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent	collection_location	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS pg (2C) replicate	GS pg (2C)	GS pg (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	STDV(GS)	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample	V30	V31	V32	V33	V34
Leontodon hispidus	daLeoHisp1.hap2.1	Chromosome	1982113193	1981775993	daLeoHisp1	2	31	98.6776	98.7438	1.25622	1.32244	2037368033	2060346901	1376689223	1392216491	660678811	668130410	65.054	96.7132	0.147157	0.147157	RBGE	DMR97	DTOL	Angiosperm	Asteraceae	Leontodon	hispidus	>Solanum	GPB3%PVP	181.73	402.19	3.5	2.9	2.213	407.92	186.78	4.43	4.37	2.18	2.14	3.19	3.47	0.026	0.051	Sahr Mian	2021-08-04	""	5	""	""	""	""	""	""
Lepidium didymum	ddLepDidy1.1 alternate haplotype	Contig	155969	155969	ddLepDidy1	2	31	80.273	100	0	19.727	195577938	195733582	80401971	80465955	115175968	115267626	91.2049	92.2595	0.155459	0.155459	RBGK	MC9353	DTOL	Angiosperm	Brassicaceae	Lepidium	didymum	<Petro	GPB3%PVP	90.06	426.21	3.96	3.02	4.733	95.25	455.09	0.95	0.94	0.47	0.46	3.62	2.9	0.008	0.012	Sahr Mian		""	-	Endopolyploidy	""	""	""	""	""
Lepidium didymum	ddLepDidy1.1	Chromosome	345116760	345063560	ddLepDidy1	2	31	80.273	100	0	19.727	195577938	195733582	80401971	80465955	115175968	115267626	91.2049	92.2595	0.155459	0.155459	RBGK	MC9353	DTOL	Angiosperm	Brassicaceae	Lepidium	didymum	<Petro	GPB3%PVP	90.06	426.21	3.96	3.02	4.733	95.25	455.09	0.95	0.94	0.47	0.46	3.62	2.9	0.008	0.012	Sahr Mian		""	-	Endopolyploidy	""	""	""	""	""
Lepidozia cupressina	cjLepCupr1.1	Chromosome	582610598	582583498	cjLepCupr1	2	31	99.7677	99.8614	0.138558	0.232324	664099251	666590019	297265383	298380305	366833868	368209714	80.3961	98.5203	1.06935	1.06935	RBGE	DB1669	DTOL	Bryophyte	Lepidoziaceae	Lepidozia	cupressina	<Oryza	OXPRO	232.64	316.72	3.88	3.59	1.361	238.02	327.25	1.47	1.45	0.73	0.71	3.81	4.14	0.012	0.013	Sahr Mian	2020-03-17	""	""	""	""	""	""	""	""
Leucobryum glaucum	cbLeuGlau1.1	Chromosome	436794029	436287029	cbLeuGlau1	2	31	73.913	100	0	26.087	192044148	192779303	67364895	67622771	124679253	125156532	77.7034	90.385	1.65223	1.65223	RBGE	DB1597	DTOL	Bryophyte	Leucobryaceae	Leucobryum	glaucum	<Solanum	OXPRO	199.96	374.75	4.6	3.36	1.874	207.38	387.52	1.07	1.07	0.54	0.52	4.03	3.51	0.009	0.005	Sahr Mian	2021-07-21	""	""	""	""	""	""	""	""
Levisticum officinale	drLevOffi1.hap1.1	Chromosome	4361588700	4361553900	drLevOffi1	2	31	99.7304	100	0	0.269589	4384369300	4425548184	3103548164	3132697317	1280821136	1292850867	58.9115	96.0175	0.0825586	0.0825586	RBGK	MC9634	DTOL	Angiosperm	Apiaceae	Levisticum	officinale	>Petro	GPB3%PVP	233.01	499.64	3.9	3.87	2.144	510.44	235.97	9.65	9.73	4.87	4.76	3.24	3.37	0.02	0.087	Nacho	2020-07-05	KDTOL10980	2C = 9.90pg	""	""	""	""	""	""
Lewinskya affinis	cbLewAffi3.1	Chromosome	270073375	269998675	cbLewAffi3	1	31					271784664	272606532	39273408	39392169	232511256	233214362	88.8131	94.3512	1.39011	1.39011	RBGE	DB1640	DTOL	Bryophyte	Orthotrichaceae	Lewinskya	affinis	<Oryza	GPB3%PVP	161.34	467.52	4.56	4.8	2.898	165.13	496.33	0.69	0.67	0.33	0.33	4.86	3.98	0.062	0.021	Sahr Mian	2020-02-16	""	""	""	""	""	""	""	""
Lewinskya rupestris	cbLewRupe4.1	Chromosome	267087206	267003106	cbLewRupe4	1	31					257437944	258347634	45523583	45684447	211914361	212663187	88.2855	93.9859	0.985939	0.985939	RBGE	DB1619	DTOL	Bryophyte	Orthotrichaceae	Lewinskya	rupestris	<Oryza	OXPRO	103.64	320.53	5.17	4.2	3.093	111.72	344.48	0.65	0.65	0.32	0.32	5.23	4.22	0.028	0.006	Sahr Mian	2021-11-17	""	""	""	""	""	""	""	""
Lewinskya speciosa	cbLewSpec2.1	Chromosome	533949533	533816133	cbLewSpec2	1	31					510453585	512178059	149205352	149709415	361248233	362468644	85.6365	91.801	1.43085	1.43085																																		
Ligustrum vulgare	daLigVulg1.1 alternate haplotype	Contig	1326604524	1326604524	daLigVulg1	2	31	99.3515	99.4435	0.556486	0.648544	1576953472	1582893698	826446118	829559258	750507355	753334441	75.1971	96.4242	0.159547	0.159547	RBGE	ZAG1893	DTOL	Angiosperm	Oleaceae	Ligustrum	vulgare	<Petro	GPB3%PVPBmet	364.47	480.60	2.68	1.92	1.319	378.24	497.64	3.41	3.42	1.71	1.67	2.64	1.94	0.003	0.007	Sahr Mian	2020-08-25	""	3.05 (2013)* 3.14 (2010)	""	""	""	""	""	""
Ligustrum vulgare	daLigVulg1.1	Chromosome	1384034573	1383998373	daLigVulg1	2	31	99.3515	99.4435	0.556486	0.648544	1576953472	1582893698	826446118	829559258	750507355	753334441	75.1971	96.4242	0.159547	0.159547	RBGE	ZAG1893	DTOL	Angiosperm	Oleaceae	Ligustrum	vulgare	<Petro	GPB3%PVPBmet	364.47	480.60	2.68	1.92	1.319	378.24	497.64	3.41	3.42	1.71	1.67	2.64	1.94	0.003	0.007	Sahr Mian	2020-08-25	""	3.05 (2013)* 3.14 (2010)	""	""	""	""	""	""
Linaria vulgaris	daLinVulg1.1 alternate haplotype	Scaffold	763536397	763535797	daLinVulg1	2	31	98.1636	98.3854	1.61462	1.83637	828564718	834910093	403199948	406287763	425364770	428622330	75.5215	96.8692	0.236103	0.236103	Offsite	MC9063	DTOL	Angiosperm	Plantaginaceae	Linaria	vulgaris	<Petro	GPB3%PVPBmet	204.13	483.19	2.91	2.71	2.367	209.56	489.55	1.9	1.93	0.96	0.94	2.79	2.43	0.032	0.026	Sahr Mian	2020-08-28	KDTOL10067	1.74 (2013)* 1.83 (2012)	""	""	""	""	""	""
Linaria vulgaris	daLinVulg1.1	Chromosome	759825098	759806898	daLinVulg1	2	31	98.1636	98.3854	1.61462	1.83637	828564718	834910093	403199948	406287763	425364770	428622330	75.5215	96.8692	0.236103	0.236103	Offsite	MC9063	DTOL	Angiosperm	Plantaginaceae	Linaria	vulgaris	<Petro	GPB3%PVPBmet	204.13	483.19	2.91	2.71	2.367	209.56	489.55	1.9	1.93	0.96	0.94	2.79	2.43	0.032	0.026	Sahr Mian	2020-08-28	KDTOL10067	1.74 (2013)* 1.83 (2012)	""	""	""	""	""	""
Linnaea borealis	daLinBore1.hap1.1	Chromosome	765107028	765061413	daLinBore1	2	31	98.2878	98.3176	1.68242	1.71223	831610097	834238567	446965031	448377754	384645066	385860814	78.0915	97.1186	0.140505	0.140505	RBGE	ZAG1906	DTOL	Angiosperm	Caprifoliaceae	Linnaea	borealis	<Petro	GPB3%PVPBmet	246.43	560.53	2.93	1.8	2.275	253.56	569.59	1.98	2	1	0.98	2.68	1.67	0.027	0.023	Sahr Mian	2020-08-25	""	1.8 (2012)*	""	""	""	""	""	""
Linnaea borealis	daLinBore1.hap1.2	Chromosome	765107028	765061413	daLinBore1	2	31	98.2878	98.3176	1.68242	1.71223	831610097	834238567	446965031	448377754	384645066	385860814	78.0915	97.1186	0.140505	0.140505	RBGE	ZAG1906	DTOL	Angiosperm	Caprifoliaceae	Linnaea	borealis	<Petro	GPB3%PVPBmet	246.43	560.53	2.93	1.8	2.275	253.56	569.59	1.98	2	1	0.98	2.68	1.67	0.027	0.023	Sahr Mian	2020-08-25	""	1.8 (2012)*	""	""	""	""	""	""
Linnaea borealis	daLinBore1.hap2.1	Scaffold	775546918	775501518	daLinBore1	2	31	98.2878	98.3176	1.68242	1.71223	831610097	834238567	446965031	448377754	384645066	385860814	78.0915	97.1186	0.140505	0.140505	RBGE	ZAG1906	DTOL	Angiosperm	Caprifoliaceae	Linnaea	borealis	<Petro	GPB3%PVPBmet	246.43	560.53	2.93	1.8	2.275	253.56	569.59	1.98	2	1	0.98	2.68	1.67	0.027	0.023	Sahr Mian	2020-08-25	""	1.8 (2012)*	""	""	""	""	""	""
Linnaea borealis	daLinBore1.hap2.2	Scaffold	775546918	775501518	daLinBore1	2	31	98.2878	98.3176	1.68242	1.71223	831610097	834238567	446965031	448377754	384645066	385860814	78.0915	97.1186	0.140505	0.140505	RBGE	ZAG1906	DTOL	Angiosperm	Caprifoliaceae	Linnaea	borealis	<Petro	GPB3%PVPBmet	246.43	560.53	2.93	1.8	2.275	253.56	569.59	1.98	2	1	0.98	2.68	1.67	0.027	0.023	Sahr Mian	2020-08-25	""	1.8 (2012)*	""	""	""	""	""	""
Linum bienne	ddLinBien1.hap1.1	Chromosome	486842964	486776164	ddLinBien1	2	31	99.7458	99.8061	0.193869	0.254184	533483573	534361847	271391196	271837987	262092377	262523860	80.828	94.6501	0.0658905	0.0658905	RBGK	""	DTOL	Angiosperm	Linaceae	Linum	bienne	<Solanum	OXPRO	142.87	228.35	3.85	3.29	1.598	148.38	233.93	1.25	1.27	0.63	0.62	4.18	3.34	0.02	0.016	Sahr Mian	2020-06-14	KDTOL10249	""	""	""	""	""	""	""
Linum bienne	ddLinBien1.hap2.1	Scaffold	454786469	454757869	ddLinBien1	2	31	99.7458	99.8061	0.193869	0.254184	533483573	534361847	271391196	271837987	262092377	262523860	80.828	94.6501	0.0658905	0.0658905	RBGK	""	DTOL	Angiosperm	Linaceae	Linum	bienne	<Solanum	OXPRO	142.87	228.35	3.85	3.29	1.598	148.38	233.93	1.25	1.27	0.63	0.62	4.18	3.34	0.02	0.016	Sahr Mian	2020-06-14	KDTOL10249	""	""	""	""	""	""	""
Lobelia dortmanna	daLobDort1.hap1.1	Chromosome	780100038	779974638	daLobDort1	2	31	99.1744	99.2965	0.703512	0.82561	896651628	915173053	514076805	524695683	382574824	390477370	66.7984	83.6934	0.274613	0.274613	RBGK	MC9251	DTOL	Angiosperm	Campanulaceae	Lobelia	dortmanna	<Petro	GPB3%PVP	135.85	278.90	4.85	4.65	2.053	138.1	280.93	2.19	2.21	1.11	1.08	4.37	4.29	0.016	0.018	Sahr Mian	2021-08-16	KDTOL10333	6.4	""	""	""	""	""	""
Lobelia dortmanna	daLobDort1.hap2.1	Scaffold	756827298	756731698	daLobDort1	2	31	99.1744	99.2965	0.703512	0.82561	896651628	915173053	514076805	524695683	382574824	390477370	66.7984	83.6934	0.274613	0.274613	RBGK	MC9251	DTOL	Angiosperm	Campanulaceae	Lobelia	dortmanna	<Petro	GPB3%PVP	135.85	278.90	4.85	4.65	2.053	138.1	280.93	2.19	2.21	1.11	1.08	4.37	4.29	0.016	0.018	Sahr Mian	2021-08-16	KDTOL10333	6.4	""	""	""	""	""	""
Lobelia urens	daLobUren4.hap1.1	Chromosome	399233072	399210072	daLobUren4	2	31	99.6069	99.6305	0.369459	0.393141	458948828	459626746	182303059	182572341	276645769	277054405	84.5256	90.9916	0.319085	0.319085	RBGK	MC9427	DTOL	Angiosperm	Campanulaceae	Lobelia	urens	<Petro	GPB3%PVP	103.06	437.44	4.67	2.38	4.245	104.13	441.68	1.06	1.06	0.53	0.52	4.38	2.44	0.009	0.002	Sahr Mian		""	-	""	""	""	""	""	""
Lobelia urens	daLobUren4.hap1.2	Chromosome	399233072	399210072	daLobUren4	2	31	99.6069	99.6305	0.369459	0.393141	458948828	459626746	182303059	182572341	276645769	277054405	84.5256	90.9916	0.319085	0.319085	RBGK	MC9427	DTOL	Angiosperm	Campanulaceae	Lobelia	urens	<Petro	GPB3%PVP	103.06	437.44	4.67	2.38	4.245	104.13	441.68	1.06	1.06	0.53	0.52	4.38	2.44	0.009	0.002	Sahr Mian		""	-	""	""	""	""	""	""
Lobelia urens	daLobUren4.hap2.1	Chromosome	393054755	393036955	daLobUren4	2	31	99.6069	99.6305	0.369459	0.393141	458948828	459626746	182303059	182572341	276645769	277054405	84.5256	90.9916	0.319085	0.319085	RBGK	MC9427	DTOL	Angiosperm	Campanulaceae	Lobelia	urens	<Petro	GPB3%PVP	103.06	437.44	4.67	2.38	4.245	104.13	441.68	1.06	1.06	0.53	0.52	4.38	2.44	0.009	0.002	Sahr Mian		""	-	""	""	""	""	""	""
Lobelia urens	daLobUren4.hap2.2	Chromosome	393054755	393036955	daLobUren4	2	31	99.6069	99.6305	0.369459	0.393141	458948828	459626746	182303059	182572341	276645769	277054405	84.5256	90.9916	0.319085	0.319085	RBGK	MC9427	DTOL	Angiosperm	Campanulaceae	Lobelia	urens	<Petro	GPB3%PVP	103.06	437.44	4.67	2.38	4.245	104.13	441.68	1.06	1.06	0.53	0.52	4.38	2.44	0.009	0.002	Sahr Mian		""	-	""	""	""	""	""	""
Loeskeobryum brevirostre	cbLoeBrev3.1	Chromosome	385085386	384916786	cbLoeBrev3	2	31	99.913	99.9279	0.0721156	0.0869669	375293370	375791636	104724149	104863188	270569221	270928448	86.5562	96.8598	0.665498	0.665498	RBGE	DB1676	DTOL	Bryophyte	Hylocomiaceae	Loeskeobryum	brevirostre	<Oryza	GPB3%PVP	192.11	384.18	3.49	3.75	2	199.32	404.45	1	0.99	0.49	0.48	3.58	3.9	0.025	0.012	Sahr Mian		""	""	""	""	""	""	""	""
Logfia minima	daLogMini1.1 alternate haplotype	Contig	5876633	5876633	daLogMini1	2	31	44.4229	100	0	55.5771	281343459	281592194	75865238	75932310	205478222	205659884	88.6901	95.1182	0.273746	0.273746																																		
Logfia minima	daLogMini1.1	Chromosome	544901426	544814626	daLogMini1	2	31	44.4229	100	0	55.5771	281343459	281592194	75865238	75932310	205478222	205659884	88.6901	95.1182	0.273746	0.273746																																		
Lotus pedunculatus	drLotPedu3.1 alternate haplotype	Scaffold	499640687	499549187	drLotPedu2	2	31	85.8734	100	0	14.1266	159251900	164080213	98483845	101469749	60768055	62610464	53.6781	74.9112	1.34639	1.34639	RBGE	DMR379	DTOL	Angiosperm	Fabaceae	Lotus	pedunculatus	<Solanum	GPB3%PVP	191.67	314.76	5.44	4.14	1.642	188.63	311.06	1.21	1.2	0.6	0.59	5.26	3.94	0.008	0.006	Nacho	2020-08-17	""	2C = 0.78pg	""	""	""	""	""	""
Lotus pedunculatus	drLotPedu3.1 alternate haplotype	Scaffold	499640687	499549187	drLotPedu3	2	31	98.6887	98.7131	1.28688	1.31134	522906641	524235052	224117641	224686998	298788999	299548054	80.4254	95.991	0.216523	0.216523	RBGE	DMR379	DTOL	Angiosperm	Fabaceae	Lotus	pedunculatus	<Solanum	GPB3%PVP	191.67	314.76	5.44	4.14	1.642	188.63	311.06	1.21	1.2	0.6	0.59	5.26	3.94	0.008	0.006	Nacho	2020-08-17	""	2C = 0.78pg	""	""	""	""	""	""
Lotus pedunculatus	drLotPedu3.1	Chromosome	480457339	480393939	drLotPedu2	2	31	85.8734	100	0	14.1266	159251900	164080213	98483845	101469749	60768055	62610464	53.6781	74.9112	1.34639	1.34639	RBGE	DMR379	DTOL	Angiosperm	Fabaceae	Lotus	pedunculatus	<Solanum	GPB3%PVP	191.67	314.76	5.44	4.14	1.642	188.63	311.06	1.21	1.2	0.6	0.59	5.26	3.94	0.008	0.006	Nacho	2020-08-17	""	2C = 0.78pg	""	""	""	""	""	""
Lotus pedunculatus	drLotPedu3.1	Chromosome	480457339	480393939	drLotPedu3	2	31	98.6887	98.7131	1.28688	1.31134	522906641	524235052	224117641	224686998	298788999	299548054	80.4254	95.991	0.216523	0.216523	RBGE	DMR379	DTOL	Angiosperm	Fabaceae	Lotus	pedunculatus	<Solanum	GPB3%PVP	191.67	314.76	5.44	4.14	1.642	188.63	311.06	1.21	1.2	0.6	0.59	5.26	3.94	0.008	0.006	Nacho	2020-08-17	""	2C = 0.78pg	""	""	""	""	""	""
Lunularia cruciata	cmLunCruc20.1	Chromosome	565567803	565509403	cmLunCruc20	2	31	99.7853	99.8787	0.121336	0.214731	621633427	623746038	242308619	243132100	379324808	380613938	82.3394	98.8094	0.534264	0.534264																																		
Lunularia cruciata	cmLunCruc20.1	Chromosome	565567803	565509403	cmLunCruc55	2	31	99.8294	99.9058	0.0941727	0.170573	626651943	629115202	238451075	239388384	388200869	389726818	82.2892	99.2098	0.768651	0.768651																																		
Lunularia cruciata	cmLunCruc20.1	Chromosome	565567803	565509403	cmLunCruc9	2	31	96.4652	97.3521	2.64788	3.53482	15550809	16388178	13507092	14234412	2043718	2153766	42.7029	83.7592	4.37135	4.37135																																		
Luzula pallescens	lpLuzPall1.1 alternate haplotype	Contig	14976776	14976776	lpLuzPall1	2	31	99.904	99.946	0.0539591	0.0959899	370057976	371059942	197826521	198362154	172231455	172697787	80.7062	98.6288	0.0869755	0.0869755	RBGK	MC9602	DTOL	Angiosperm	Juncaceae	Luzula	pallescens	<Solanum	GPB3%PVP	201.74	497.25	4.54	2.81	2.465	206.07	505.91	0.8	0.81	0.4	0.39	4.25	2.68	0.011	0.003	Nacho	2020-07-03	KDTOL10917	2C = 0.87pg	""	""	""	""	""	""
Luzula pallescens	lpLuzPall1.1	Chromosome	337670911	337627111	lpLuzPall1	2	31	99.904	99.946	0.0539591	0.0959899	370057976	371059942	197826521	198362154	172231455	172697787	80.7062	98.6288	0.0869755	0.0869755	RBGK	MC9602	DTOL	Angiosperm	Juncaceae	Luzula	pallescens	<Solanum	GPB3%PVP	201.74	497.25	4.54	2.81	2.465	206.07	505.91	0.8	0.81	0.4	0.39	4.25	2.68	0.011	0.003	Nacho	2020-07-03	KDTOL10917	2C = 0.87pg	""	""	""	""	""	""
Luzula sylvatica	lpLuzSylv1.1	Chromosome	444535728	444506128	lpLuzSylv11	2	31	98.9169	98.9838	1.01616	1.08313	510197683	513565431	323353377	325487790	186844307	188077641	72.3597	97.863	0.115607	0.115607	RBGE	ZAG1900	DTOL	Angiosperm	Juncaceae	Luzula	sylvatica	<Petro	GPB3%PVPBmet	162.72	626.76	3.65	2.1	3.851	168.85	637.69	1.17	1.19	0.6	0.58	3.52	2.01	0.077	0.024	Sahr Mian	2020-09-02	""	1.14 (2012)* 0.97 (2014)	G2 overlap with sol	look at results again	""	""	""	""
Luzula sylvatica	lpLuzSylv1.1	Chromosome	444535728	444506128	lpLuzSylv1	2	31	98.9887	99.0944	0.905603	1.01133	457588382	460157708	265709299	267201237	191879083	192956470	72.92	97.9489	0.149482	0.149482	RBGE	ZAG1900	DTOL	Angiosperm	Juncaceae	Luzula	sylvatica	<Petro	GPB3%PVPBmet	162.72	626.76	3.65	2.1	3.851	168.85	637.69	1.17	1.19	0.6	0.58	3.52	2.01	0.077	0.024	Sahr Mian	2020-09-02	""	1.14 (2012)* 0.97 (2014)	G2 overlap with sol	look at results again	""	""	""	""
Luzula sylvatica	lpLuzSylv1.1 alternate haplotype	Scaffold	324892716	324892516	lpLuzSylv11	2	31	98.9169	98.9838	1.01616	1.08313	510197683	513565431	323353377	325487790	186844307	188077641	72.3597	97.863	0.115607	0.115607	RBGE	ZAG1900	DTOL	Angiosperm	Juncaceae	Luzula	sylvatica	<Petro	GPB3%PVPBmet	162.72	626.76	3.65	2.1	3.851	168.85	637.69	1.17	1.19	0.6	0.58	3.52	2.01	0.077	0.024	Sahr Mian	2020-09-02	""	1.14 (2012)* 0.97 (2014)	G2 overlap with sol	look at results again	""	""	""	""
Luzula sylvatica	lpLuzSylv1.1 alternate haplotype	Scaffold	324892716	324892516	lpLuzSylv1	2	31	98.9887	99.0944	0.905603	1.01133	457588382	460157708	265709299	267201237	191879083	192956470	72.92	97.9489	0.149482	0.149482	RBGE	ZAG1900	DTOL	Angiosperm	Juncaceae	Luzula	sylvatica	<Petro	GPB3%PVPBmet	162.72	626.76	3.65	2.1	3.851	168.85	637.69	1.17	1.19	0.6	0.58	3.52	2.01	0.077	0.024	Sahr Mian	2020-09-02	""	1.14 (2012)* 0.97 (2014)	G2 overlap with sol	look at results again	""	""	""	""
Lysimachia thyrsiflora	ddLysThyr1.hap1.1	Chromosome	1252306411	1252214811	ddLysThyr1	2	31	99.4245	99.4442	0.555825	0.575519	1258803593	1261295082	491204101	492176317	767599492	769118765	84.0115	98.2048	0.0595626	0.0595626	RBGE	DAG10	DTOL	Angiosperm	Primulaceae	Lysimachia	thyrsiflora	<Petro	GPB3%PVP	289.42	405.76	3.15	2.05	1.402	298.07	415.81	3.21	3.23	1.61	1.58	3.05	1.92	0.006	0.014	Sahr Mian	2020-07-07	""	2C = 2.99pg	""	""	""	""	""	""
Lysimachia thyrsiflora	ddLysThyr1.hap1.2	Chromosome	1252306411	1252214811	ddLysThyr1	2	31	99.4245	99.4442	0.555825	0.575519	1258803593	1261295082	491204101	492176317	767599492	769118765	84.0115	98.2048	0.0595626	0.0595626	RBGE	DAG10	DTOL	Angiosperm	Primulaceae	Lysimachia	thyrsiflora	<Petro	GPB3%PVP	289.42	405.76	3.15	2.05	1.402	298.07	415.81	3.21	3.23	1.61	1.58	3.05	1.92	0.006	0.014	Sahr Mian	2020-07-07	""	2C = 2.99pg	""	""	""	""	""	""
Lysimachia thyrsiflora	ddLysThyr1.hap2.1	Scaffold	1265972079	1265874479	ddLysThyr1	2	31	99.4245	99.4442	0.555825	0.575519	1258803593	1261295082	491204101	492176317	767599492	769118765	84.0115	98.2048	0.0595626	0.0595626	RBGE	DAG10	DTOL	Angiosperm	Primulaceae	Lysimachia	thyrsiflora	<Petro	GPB3%PVP	289.42	405.76	3.15	2.05	1.402	298.07	415.81	3.21	3.23	1.61	1.58	3.05	1.92	0.006	0.014	Sahr Mian	2020-07-07	""	2C = 2.99pg	""	""	""	""	""	""
Lysimachia thyrsiflora	ddLysThyr1.hap2.2	Scaffold	1265972079	1265874479	ddLysThyr1	2	31	99.4245	99.4442	0.555825	0.575519	1258803593	1261295082	491204101	492176317	767599492	769118765	84.0115	98.2048	0.0595626	0.0595626	RBGE	DAG10	DTOL	Angiosperm	Primulaceae	Lysimachia	thyrsiflora	<Petro	GPB3%PVP	289.42	405.76	3.15	2.05	1.402	298.07	415.81	3.21	3.23	1.61	1.58	3.05	1.92	0.006	0.014	Sahr Mian	2020-07-07	""	2C = 2.99pg	""	""	""	""	""	""
Lythrum hyssopifolia	drLytHyso1.hap1.1	Chromosome	659862002	659663402	drLytHyso1	2	31	99.8681	99.8948	0.105232	0.131883	706771676	708594353	302868137	303649197	403903539	404945156	82.6995	95.1326	0.0827806	0.0827806	RBGK	MC9415	DTOL	Angiosperm	Lythraceae	Lythrum	hyssopifolia	<Solanum	GPB3%PVP	364.03	449.29	4.49	4.02	1.234	373.48	460.08	1.6	1.61	0.8	0.79	3.76	3.46	0.003	0.004	Sahr Mian		""	-	""	""	""	""	""	""
Lythrum hyssopifolia	drLytHyso1.hap2.1	Scaffold	620072601	619906601	drLytHyso1	2	31	99.8681	99.8948	0.105232	0.131883	706771676	708594353	302868137	303649197	403903539	404945156	82.6995	95.1326	0.0827806	0.0827806	RBGK	MC9415	DTOL	Angiosperm	Lythraceae	Lythrum	hyssopifolia	<Solanum	GPB3%PVP	364.03	449.29	4.49	4.02	1.234	373.48	460.08	1.6	1.61	0.8	0.79	3.76	3.46	0.003	0.004	Sahr Mian		""	-	""	""	""	""	""	""
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451																																		
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712																																		
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329																																		
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979																																		
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451																																		
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712																																		
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329																																		
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979																																		
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451																																		
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712																																		
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329																																		
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979																																		
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451																																		
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712																																		
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329																																		
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979																																		
Malus domestica	drMalDome11.1	Chromosome	652805715	652804815	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451																																		
Malus domestica	drMalDome11.1	Chromosome	652805715	652804815	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712																																		
